Date,Shop,916 Price,999 Price
7/28/2025 11:49,Chiang Heng,436,498
7/29/2025 11:49,Chiang Heng,436,498
7/30/2025 11:49,Chiang Heng,436,498
7/31/2025 11:49,Chiang Heng,428,495
8/1/2025 11:49,Chiang Heng,428,495
8/2/2025 11:49,Chiang Heng,439,509
8/3/2025 11:49,Chiang Heng,439,509
8/4/2025 11:49,Chiang Heng,444,509
8/5/2025 11:49,Chiang Heng,444,509
8/6/2025 11:49,Chiang Heng,444,509
8/7/2025 11:49,Chiang Heng,444,509
8/8/2025 11:49,Chiang Heng,436,506
8/9/2025 11:49,Chiang Heng,436,506
8/10/2025 11:49,Chiang Heng,436,506
8/11/2025 11:49,Chiang Heng,443,506
8/12/2025 11:49,Chiang Heng,443,506
8/13/2025 11:49,Chiang Heng,443,506
8/14/2025 11:49,Chiang Heng,433,497
8/15/2025 11:49,Chiang Heng,433,497
8/16/2025 11:49,Chiang Heng,433,497
8/17/2025 11:49,Chiang Heng,433,497
8/18/2025 11:49,Chiang Heng,436,498
8/19/2025 11:49,Chiang Heng,436,498
8/20/2025 11:49,Chiang Heng,436,498
8/21/2025 11:49,Chiang Heng,432,494
8/22/2025 11:49,Chiang Heng,432,494
8/23/2025 11:49,Chiang Heng,432,494
8/24/2025 11:49,Chiang Heng,432,494
8/25/2025 11:49,Chiang Heng,432,494
8/26/2025 11:49,Chiang Heng,432,494
8/27/2025 11:49,Chiang Heng,442,500
8/28/2025 11:49,Chiang Heng,442,500
8/29/2025 11:49,Chiang Heng,434,500
8/30/2025 11:49,Chiang Heng,440,500
8/31/2025 11:49,Chiang Heng,440,500
9/1/2025 11:49,Chiang Heng,443,513
9/2/2025 11:49,Chiang Heng,457,518
9/3/2025 11:49,Chiang Heng,462,523
9/4/2025 11:49,Chiang Heng,462,523
9/5/2025 11:49,Chiang Heng,465,526
9/6/2025 11:49,Chiang Heng,470,526
9/7/2025 11:49,Chiang Heng,470,526
9/8/2025 11:49,Chiang Heng,469,531
9/9/2025 11:49,Chiang Heng,474,536
9/10/2025 11:49,Chiang Heng,474,536
9/11/2025 11:49,Chiang Heng,474,536
9/12/2025 11:49,Chiang Heng,474,536
9/13/2025 11:49,Chiang Heng,466,536
9/14/2025 11:49,Chiang Heng,466,536
9/15/2025 11:49,Chiang Heng,466,536
9/16/2025 11:49,Chiang Heng,470,543
9/17/2025 11:49,Chiang Heng,478,543
9/18/2025 11:49,Chiang Heng,469,536
9/19/2025 11:49,Chiang Heng,469,536
9/20/2025 11:49,Chiang Heng,469,536
9/21/2025 11:49,Chiang Heng,469,536
9/23/2025 11:50,Chiang Heng,487,551
9/24/2025 11:49,Chiang Heng,487,551
9/25/2025 11:49,Chiang Heng,487,551
9/26/2025 11:49,Chiang Heng,487,551
9/27/2025 11:51,Chiang Heng,487,551
9/28/2025 11:49,Chiang Heng,487,551
9/29/2025 11:49,Chiang Heng,493,560
9/30/2025 11:49,Chiang Heng,500,569
10/1/2025 11:49,Chiang Heng,502,571
10/2/2025 11:49,Chiang Heng,502,571
10/3/2025 11:49,Chiang Heng,502,571
10/4/2025 11:49,Chiang Heng,502,571
10/5/2025 11:49,Chiang Heng,502,571
10/6/2025 11:49,Chiang Heng,512,582
10/7/2025 11:49,Chiang Heng,518,588
10/8/2025 11:49,Chiang Heng,515,597
10/9/2025 11:49,Chiang Heng,515,597
10/10/2025 11:49,Chiang Heng,515,597
10/11/2025 11:49,Chiang Heng,525,597
10/12/2025 11:49,Chiang Heng,525,597
10/13/2025 11:49,Chiang Heng,535,609
10/14/2025 11:49,Chiang Heng,535,609
10/15/2025 11:49,Chiang Heng,553,628
10/17/2025 11:50,Chiang Heng,568,651
10/18/2025 11:49,Chiang Heng,568,651
10/19/2025 11:49,Chiang Heng,568,651
10/20/2025 11:49,Chiang Heng,568,651
10/21/2025 11:49,Chiang Heng,576,654
10/22/2025 11:50,Chiang Heng,544,618
10/23/2025 11:49,Chiang Heng,540,614
10/24/2025 11:49,Chiang Heng,534,613
10/25/2025 11:49,Chiang Heng,534,613
10/26/2025 11:49,Chiang Heng,534,613
10/27/2025 11:49,Chiang Heng,534,613
10/28/2025 11:49,Chiang Heng,534,613
10/29/2025 11:49,Chiang Heng,532,611
10/30/2025 11:49,Chiang Heng,522,600
10/31/2025 11:49,Chiang Heng,522,600
11/1/2025 11:49,Chiang Heng,522,600
11/2/2025 11:49,Chiang Heng,522,600
11/3/2025 11:49,Chiang Heng,525,603
11/4/2025 11:49,Chiang Heng,519,596
11/5/2025 11:49,Chiang Heng,504,585
11/6/2025 11:49,Chiang Heng,504,585
11/7/2025 11:49,Chiang Heng,504,585
11/8/2025 11:49,Chiang Heng,504,585
11/9/2025 11:49,Chiang Heng,504,585
11/10/2025 11:49,Chiang Heng,512,591
11/11/2025 11:49,Chiang Heng,523,604
11/12/2025 11:49,Chiang Heng,523,604
11/13/2025 11:49,Chiang Heng,534,604
11/14/2025 11:49,Chiang Heng,534,604
11/15/2025 11:49,Chiang Heng,525,593
11/16/2025 11:49,Chiang Heng,525,593
11/17/2025 11:49,Chiang Heng,525,593
11/18/2025 11:49,Chiang Heng,525,593
11/19/2025 11:49,Chiang Heng,525,593
11/20/2025 11:49,Chiang Heng,525,593
11/21/2025 11:49,Chiang Heng,525,593
11/22/2025 11:49,Chiang Heng,525,593
11/23/2025 11:49,Chiang Heng,525,593
11/24/2025 11:49,Chiang Heng,525,593
11/25/2025 11:49,Chiang Heng,530,599
11/26/2025 11:49,Chiang Heng,530,599
11/27/2025 11:49,Chiang Heng,524,593
11/28/2025 11:49,Chiang Heng,529,598
11/29/2025 11:49,Chiang Heng,534,603
11/30/2025 11:49,Chiang Heng,534,603
12/1/2025 11:49,Chiang Heng,534,603
12/2/2025 11:49,Chiang Heng,534,603
12/3/2025 11:49,Chiang Heng,534,603
12/4/2025 11:49,Chiang Heng,534,603
12/5/2025 11:49,Chiang Heng,534,603
12/6/2025 11:49,Chiang Heng,534,603
12/7/2025 11:49,Chiang Heng,534,603
12/8/2025 11:49,Chiang Heng,534,603
12/9/2025 11:49,Chiang Heng,534,603
12/10/2025 11:49,Chiang Heng,534,603
12/11/2025 11:49,Chiang Heng,529,603
12/12/2025 11:49,Chiang Heng,533,609
12/13/2025 11:49,Chiang Heng,535,613
12/14/2025 11:49,Chiang Heng,535,613
12/15/2025 11:49,Chiang Heng,543,616
12/16/2025 11:49,Chiang Heng,543,616
12/17/2025 11:49,Chiang Heng,543,616
12/18/2025 11:49,Chiang Heng,543,616
12/19/2025 11:49,Chiang Heng,543,616
12/20/2025 11:49,Chiang Heng,543,616
12/21/2025 11:49,Chiang Heng,543,616
12/22/2025 11:49,Chiang Heng,552,625
12/23/2025 11:50,Chiang Heng,564,638
12/25/2025 11:49,Chiang Heng,564,638
12/26/2025 11:49,Chiang Heng,561,635
12/27/2025 11:49,Chiang Heng,561,635
12/28/2025 11:50,Chiang Heng,561,635
12/29/2025 11:49,Chiang Heng,561,635
12/30/2025 11:49,Chiang Heng,551,625
12/31/2025 11:49,Chiang Heng,551,625
1/1/2026 11:49,Chiang Heng,539,613
1/2/2026 11:49,Chiang Heng,539,613
1/3/2026 11:49,Chiang Heng,539,613
1/4/2026 11:49,Chiang Heng,539,613
1/5/2026 11:49,Chiang Heng,552,626
1/6/2026 11:49,Chiang Heng,552,626
1/7/2026 11:49,Chiang Heng,560,634
1/8/2026 11:49,Chiang Heng,560,634
1/9/2026 11:49,Chiang Heng,560,634
1/10/2026 11:49,Chiang Heng,562,636
1/11/2026 11:49,Chiang Heng,562,636
1/12/2026 11:49,Chiang Heng,574,648
1/13/2026 11:49,Chiang Heng,574,648
1/14/2026 11:49,Chiang Heng,579,653
1/15/2026 11:49,Chiang Heng,575,649
1/16/2026 11:49,Chiang Heng,575,649
1/17/2026 11:49,Chiang Heng,575,649
1/18/2026 11:49,Chiang Heng,575,649
1/19/2026 11:49,Chiang Heng,584,659
1/20/2026 11:49,Chiang Heng,584,659
1/21/2026 11:49,Chiang Heng,605,682
1/22/2026 11:49,Chiang Heng,605,682
1/23/2026 11:49,Chiang Heng,605,682
1/24/2026 11:49,Chiang Heng,605,687
1/25/2026 11:49,Chiang Heng,605,687
1/26/2026 11:49,Chiang Heng,605,687
1/27/2026 11:49,Chiang Heng,620,685
1/28/2026 11:49,Chiang Heng,620,685
1/29/2026 11:49,Chiang Heng,669,745
1/30/2026 11:49,Chiang Heng,633,705
1/31/2026 11:49,Chiang Heng,599,666
2/1/2026 11:49,Chiang Heng,599,666
2/2/2026 11:50,Chiang Heng,574,637
2/3/2026 11:49,Chiang Heng,590,655
2/4/2026 11:49,Chiang Heng,612,680
2/5/2026 11:49,Chiang Heng,609,677
2/6/2026 11:49,Chiang Heng,579,659
2/7/2026 11:49,Chiang Heng,599,684
2/8/2026 11:49,Chiang Heng,599,684
2/9/2026 11:49,Chiang Heng,602,684
2/10/2026 11:50,Chiang Heng,611,688
2/11/2026 11:49,Chiang Heng,611,688
2/12/2026 11:49,Chiang Heng,605,682
2/13/2026 11:49,Chiang Heng,596,671
2/14/2026 11:49,Chiang Heng,599,675
2/15/2026 11:49,Chiang Heng,599,675
2/16/2026 11:49,Chiang Heng,599,675
2/17/2026 11:49,Chiang Heng,599,675
2/18/2026 11:49,Chiang Heng,599,675
2/19/2026 11:49,Chiang Heng,599,675
2/20/2026 11:49,Chiang Heng,599,675
2/21/2026 11:49,Chiang Heng,611,689
2/22/2026 11:49,Chiang Heng,611,689
2/23/2026 11:49,Chiang Heng,619,698
2/24/2026 11:49,Chiang Heng,619,698
2/25/2026 11:49,Chiang Heng,619,698
2/26/2026 11:49,Chiang Heng,619,698
2/27/2026 11:49,Chiang Heng,619,698
2/28/2026 11:49,Chiang Heng,637,717
3/1/2026 11:49,Chiang Heng,637,717
3/2/2026 11:49,Chiang Heng,645,727
3/3/2026 11:50,Chiang Heng,649,731
3/4/2026 11:49,Chiang Heng,632,712
3/5/2026 11:49,Chiang Heng,632,712
3/6/2026 11:49,Chiang Heng,632,712
3/7/2026 11:49,Chiang Heng,632,712
3/8/2026 11:49,Chiang Heng,632,712
3/9/2026 11:49,Chiang Heng,623,702
3/10/2026 11:49,Chiang Heng,628,708
3/11/2026 11:49,Chiang Heng,619,702
3/12/2026 11:49,Chiang Heng,617,700
3/13/2026 11:49,Chiang Heng,615,693
3/14/2026 11:49,Chiang Heng,615,693
3/15/2026 11:49,Chiang Heng,602,683
3/16/2026 11:49,Chiang Heng,609,686
3/17/2026 11:49,Chiang Heng,609,686
3/18/2026 11:49,Chiang Heng,604,681
3/20/2026 11:49,Chiang Heng,589,663
3/21/2026 11:49,Chiang Heng,549,623
3/22/2026 11:49,Chiang Heng,549,623
3/23/2026 11:50,Chiang Heng,536,605
3/24/2026 11:50,Chiang Heng,526,594
3/26/2026 11:49,Chiang Heng,556,628
3/27/2026 11:49,Chiang Heng,545,615
3/28/2026 11:49,Chiang Heng,549,619
3/29/2026 11:49,Chiang Heng,549,619
3/30/2026 11:49,Chiang Heng,549,619
3/31/2026 11:49,Chiang Heng,570,642
4/1/2026 11:49,Chiang Heng,587,661
4/2/2026 11:49,Chiang Heng,574,653
4/3/2026 11:49,Chiang Heng,574,653
4/4/2026 11:49,Chiang Heng,574,653
4/5/2026 11:49,Chiang Heng,574,653
4/6/2026 11:49,Chiang Heng,576,649
4/7/2026 11:49,Chiang Heng,576,649
4/8/2026 11:49,Chiang Heng,593,668
4/10/2026 11:49,Chiang Heng,579,654
4/11/2026 13:11,Chiang Heng,579,654
4/12/2026 13:11,Chiang Heng,579,654
4/13/2026 13:11,Chiang Heng,579,654
4/14/2026 13:11,Chiang Heng,581,656
4/16/2026 13:11,Chiang Heng,587,662
4/17/2026 13:11,Chiang Heng,587,662
4/18/2026 13:11,Chiang Heng,587,662
4/19/2026 13:11,Chiang Heng,587,662
4/21/2026 13:11,Chiang Heng,587,662
4/23/2026 13:11,Chiang Heng,570,649
4/24/2026 13:11,Chiang Heng,570,649
4/25/2026 13:11,Chiang Heng,573,652
4/26/2026 13:11,Chiang Heng,573,652
4/27/2026 13:11,Chiang Heng,574,647
4/28/2026 13:11,Chiang Heng,570,643
4/29/2026 13:11,Chiang Heng,559,632
4/30/2026 13:11,Chiang Heng,555,626
5/1/2026 13:11,Chiang Heng,555,626
5/2/2026 13:11,Chiang Heng,555,626
5/3/2026 13:11,Chiang Heng,555,626
5/4/2026 13:11,Chiang Heng,563,635
5/6/2026 13:11,Chiang Heng,565,636
5/7/2026 13:11,Chiang Heng,559,630
5/8/2026 13:11,Chiang Heng,559,630
5/9/2026 13:11,Chiang Heng,559,630
5/10/2026 13:11,Chiang Heng,559,630
5/11/2026 13:11,Chiang Heng,569,640
5/12/2026 13:11,Chiang Heng,574,647
5/13/2026 13:11,Chiang Heng,574,647
5/14/2026 13:11,Chiang Heng,574,647
5/15/2026 13:11,Chiang Heng,556,629
5/16/2026 13:11,Chiang Heng,549,662
5/17/2026 13:11,Chiang Heng,549,662
5/19/2026 13:11,Chiang Heng,556,626
5/20/2026 13:11,Chiang Heng,544,619
5/21/2026 13:11,Chiang Heng,545,620
5/23/2026 13:11,Chiang Heng,545,620
5/24/2026 13:11,Chiang Heng,545,620
5/25/2026 13:11,Chiang Heng,557,627
5/26/2026 13:11,Chiang Heng,555,625
5/27/2026 13:11,Chiang Heng,547,616
5/28/2026 13:11,Chiang Heng,535,603
5/29/2026 13:11,Chiang Heng,546,616
5/30/2026 13:11,Chiang Heng,546,616
5/31/2026 13:11,Chiang Heng,546,616
6/1/2026 13:11,Chiang Heng,546,616
6/2/2026 13:11,Chiang Heng,548,617
6/3/2026 13:11,Chiang Heng,548,617
6/4/2026 13:11,Chiang Heng,542,617
6/5/2026 13:11,Chiang Heng,542,617
6/6/2026 13:11,Chiang Heng,532,609
6/7/2026 13:11,Chiang Heng,532,609
6/8/2026 13:11,Chiang Heng,536,610
6/9/2026 13:11,Chiang Heng,542,610
6/10/2026 13:11,Chiang Heng,542,610
6/11/2026 13:11,Chiang Heng,514,579
